Unnamed: 0,INCIDENT_ID,DATA_YEAR,PUB_AGENCY_NAME,STATE_ABBR,STATE_NAME,POPULATION_GROUP_DESC,INCIDENT_DATE,TOTAL_OFFENDER_COUNT,OFFENDER_RACE,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,SEVERITY
133215,132313,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",26-FEB-08,1,2,1,Aggravated Assault,1.0,Residence/Home,40,7,1
133216,132314,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",26-FEB-08,1,5,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,6,7,1
133217,132315,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",08-MAR-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,School/College,40,5,0
133218,132316,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",13-MAR-08,1,2,1,Simple Assault,1.0,School/College,40,7,1
133219,132317,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",13-MAR-08,1,2,1,Intimidation,1.0,School/College,40,7,1
133220,132318,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",20-MAR-08,1,2,1,Simple Assault,1.0,School/College,6,7,1
133221,132319,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",04-APR-08,1,5,1,Simple Assault,1.0,Field/Woods,6,7,1
133222,132320,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",06-APR-08,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Other/Unknown,21,7,0
133223,132321,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",24-APR-08,1,2,1,Simple Assault,1.0,School/College,40,7,1
133224,132322,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",29-APR-08,1,5,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,26,7,1
133225,132323,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",16-MAY-08,1,5,1,Intimidation,1.0,Air/Bus/Train Terminal,6,7,1
133226,132324,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",30-MAY-08,1,5,1,Intimidation,1.0,Parking/Drop Lot/Garage,21,7,1
133227,132325,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",07-JUL-08,0,4,2,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,6,3,0
133228,132326,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",01-AUG-08,1,5,1,Intimidation,1.0,Residence/Home,6,7,1
133229,132327,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",02-AUG-08,1,5,1,Intimidation,1.0,Parking/Drop Lot/Garage,6,7,1
133230,132328,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",02-AUG-08,0,4,1,Intimidation,1.0,Residence/Home,6,7,1
133231,132329,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",10-NOV-08,1,5,1,Intimidation,1.0,School/College,40,7,1
133232,132330,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",15-NOV-08,1,5,1,Intimidation,1.0,Residence/Home,6,7,1
133233,132331,2008,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",17-DEC-08,2,2,1,Simple Assault,1.0,School/College,21,7,1
133234,132332,2008,83,NC,North Carolina,"MSA counties from 25,000 thru 99,999",15-APR-08,1,5,1,Intimidation,1.0,School/College,6,7,1
133235,132333,2008,85,NC,North Carolina,"MSA counties from 25,000 thru 99,999",12-FEB-08,1,5,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,6,5,0
133236,132334,2008,85,NC,North Carolina,"MSA counties from 25,000 thru 99,999",11-APR-08,1,5,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,6,7,0
133237,132335,2008,86,NC,North Carolina,"Cities from 50,000 thru 99,999",07-SEP-08,2,5,2,Aggravated Assault,2.0,Residence/Home,6,7,1
133238,132336,2008,86,NC,North Carolina,"Cities from 50,000 thru 99,999",06-OCT-08,2,3,1,Rape,1.0,Parking/Drop Lot/Garage,27,7,1
133239,132337,2008,86,NC,North Carolina,"Cities from 50,000 thru 99,999",03-NOV-08,1,5,1,Intimidation,1.0,Residence/Home,6,7,1
133240,132338,2008,86,NC,North Carolina,"Cities from 50,000 thru 99,999",14-NOV-08,0,4,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Church/Synagogue/Temple/Mosque,6,3,1
133241,132339,2008,168,NC,North Carolina,"Cities from 2,500 thru 9,999",25-MAY-08,1,5,1,Aggravated Assault,1.0,Bar/Nightclub,6,7,1
133242,132340,2008,95,NC,North Carolina,"MSA counties 100,000 or over",13-APR-08,1,5,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,6,7,1
133243,132341,2008,95,NC,North Carolina,"MSA counties 100,000 or over",01-OCT-08,1,5,1,Intimidation,1.0,School/College,6,7,1
133244,132342,2008,95,NC,North Carolina,"MSA counties 100,000 or over",17-DEC-08,1,5,1,Intimidation,1.0,School/College,6,7,1
133245,132343,2008,93,NC,North Carolina,"Cities from 100,000 thru 249,999",11-MAR-08,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Commercial/Office Building,6,7,0
133246,132344,2008,93,NC,North Carolina,"Cities from 100,000 thru 249,999",10-MAY-08,1,5,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,6,7,0
133247,132345,2008,93,NC,North Carolina,"Cities from 100,000 thru 249,999",10-JUN-08,5,3,1,Aggravated Assault,1.0,Convenience Store,6,7,1
133248,132346,2008,104,NC,North Carolina,"Cities from 100,000 thru 249,999",20-FEB-08,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,6,7,0
133249,132347,2008,104,NC,North Carolina,"Cities from 100,000 thru 249,999",10-AUG-08,1,5,2,Aggravated Assault,2.0,Residence/Home,6,7,1
133250,132348,2008,161,NC,North Carolina,"Cities under 2,500",19-NOV-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,School/College,6,5,0
133251,132349,2008,63,NC,North Carolina,"Cities from 10,000 thru 24,999",22-JUN-08,1,2,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,40,7,1
133252,132350,2008,63,NC,North Carolina,"Cities from 10,000 thru 24,999",11-NOV-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Department/Discount Store,40,0,0
133253,132351,2008,148,NC,North Carolina,"Cities from 10,000 thru 24,999",03-OCT-08,0,4,2,Simple Assault,2.0,Residence/Home,6,7,1
133254,132352,2008,204,NC,North Carolina,"Cities from 25,000 thru 49,999",03-NOV-08,5,2,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,40,7,1
133255,132353,2008,117,NC,North Carolina,"Cities from 10,000 thru 24,999",12-NOV-08,1,2,7,Intimidation,7.0,Residence/Home,40,7,1
133256,132354,2008,125,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",07-SEP-08,2,5,2,Intimidation;Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,21,7,1
133257,132355,2008,42,NC,North Carolina,"Cities from 500,000 thru 999,999",12-JAN-08,3,2,1,Simple Assault,1.0,Residence/Home,16,7,1
133258,132356,2008,42,NC,North Carolina,"Cities from 500,000 thru 999,999",02-MAR-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,26,15,0
133259,132357,2008,42,NC,North Carolina,"Cities from 500,000 thru 999,999",08-MAY-08,0,4,1,Intimidation,1.0,Church/Synagogue/Temple/Mosque,24,7,1
133260,132358,2008,42,NC,North Carolina,"Cities from 500,000 thru 999,999",16-SEP-08,1,4,2,Intimidation,2.0,Church/Synagogue/Temple/Mosque,24,7,1
133261,132359,2008,42,NC,North Carolina,"Cities from 500,000 thru 999,999",14-OCT-08,1,2,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,36,7,1
133262,132360,2008,42,NC,North Carolina,"Cities from 500,000 thru 999,999",16-OCT-08,1,2,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,5,7,1
133263,132273,2008,136,NC,North Carolina,"Cities from 25,000 thru 49,999",17-MAR-08,0,4,1,Intimidation,1.0,Residence/Home,40,7,1
133264,132361,2008,136,NC,North Carolina,"Cities from 25,000 thru 49,999",12-OCT-08,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,31,7,0
133265,132274,2008,197,NC,North Carolina,"Cities from 10,000 thru 24,999",01-JUN-08,1,5,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,6,7,1
133266,132275,2008,197,NC,North Carolina,"Cities from 10,000 thru 24,999",11-SEP-08,0,4,2,Destruction/Damage/Vandalism of Property;Not Specified,1.0,Commercial/Office Building,6,7,1
133267,132362,2008,197,NC,North Carolina,"Cities from 10,000 thru 24,999",25-NOV-08,1,2,1,Simple Assault,1.0,Residence/Home,16,7,1
133268,132276,2008,158,NC,North Carolina,"MSA counties from 25,000 thru 99,999",08-JAN-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,31,0,0
133269,132277,2008,158,NC,North Carolina,"MSA counties from 25,000 thru 99,999",30-MAR-08,1,2,1,Simple Assault,1.0,Parking/Drop Lot/Garage,6,7,1
133270,132363,2008,158,NC,North Carolina,"MSA counties from 25,000 thru 99,999",08-JAN-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,31,0,0
133271,132364,2008,158,NC,North Carolina,"MSA counties from 25,000 thru 99,999",21-AUG-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,35,15,0
133272,132278,2008,165,NC,North Carolina,"Non-MSA counties from 10,000 thru 24,999",30-SEP-08,1,5,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,6,7,1
133273,132279,2008,41,NC,North Carolina,"Cities from 50,000 thru 99,999",26-OCT-08,1,5,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,24,7,1
133274,132280,2008,41,NC,North Carolina,"Cities from 50,000 thru 99,999",28-NOV-08,1,5,1,Intimidation,1.0,Convenience Store,24,7,1
133275,132365,2008,41,NC,North Carolina,"Cities from 50,000 thru 99,999",03-JUL-08,0,4,2,Intimidation,2.0,Residence/Home,26,7,1
133276,132366,2008,41,NC,North Carolina,"Cities from 50,000 thru 99,999",01-DEC-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,26,15,0
133277,132281,2008,35,NC,North Carolina,"Cities from 10,000 thru 24,999",17-JAN-08,1,5,3,Intimidation;Simple Assault,3.0,School/College,6,7,1
133278,132282,2008,35,NC,North Carolina,"Cities from 10,000 thru 24,999",15-MAR-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,6,5,0
133279,132367,2008,35,NC,North Carolina,"Cities from 10,000 thru 24,999",22-JAN-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,School/College,6,14,0
133280,132368,2008,170,NC,North Carolina,"Non-MSA counties from 10,000 thru 24,999",17-APR-08,1,5,6,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,6,2,0
133281,132283,2008,189,NC,North Carolina,"Cities from 2,500 thru 9,999",16-FEB-08,1,5,1,Intimidation,1.0,Residence/Home,6,7,1
133282,132284,2008,189,NC,North Carolina,"Cities from 2,500 thru 9,999",02-NOV-08,1,4,1,Intimidation,1.0,Specialty Store,6,7,1
133283,132285,2008,94,NC,North Carolina,"Cities from 50,000 thru 99,999",15-AUG-08,0,4,1,Intimidation,1.0,Residence/Home,6,7,1
133284,132369,2008,94,NC,North Carolina,"Cities from 50,000 thru 99,999",15-FEB-08,1,5,3,Aggravated Assault,3.0,Department/Discount Store,31,7,1
133285,132370,2008,94,NC,North Carolina,"Cities from 50,000 thru 99,999",25-AUG-08,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,6,7,0
133286,132286,2008,66,NC,North Carolina,"Cities under 2,500",11-FEB-08,0,4,1,Intimidation,1.0,School/College,31,7,1
133287,132287,2008,66,NC,North Carolina,"Cities under 2,500",11-FEB-08,0,4,1,Intimidation,1.0,School/College,31,7,1
133288,132288,2008,66,NC,North Carolina,"Cities under 2,500",04-MAR-08,0,4,1,Intimidation,1.0,School/College,26,7,1
133289,132371,2008,66,NC,North Carolina,"Cities under 2,500",21-FEB-08,0,4,1,Intimidation,1.0,School/College,31,7,1
133290,132372,2008,188,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",30-SEP-08,2,3,2,Aggravated Assault;Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,11,7,1
133291,132289,2008,191,NC,North Carolina,"Cities from 25,000 thru 49,999",27-MAR-08,2,5,1,Intimidation,1.0,Residence/Home,34,7,1
133292,132373,2008,191,NC,North Carolina,"Cities from 25,000 thru 49,999",12-APR-08,1,2,4,Aggravated Assault;Not Specified,2.0,Parking/Drop Lot/Garage,21,9,1
133293,132374,2008,191,NC,North Carolina,"Cities from 25,000 thru 49,999",15-SEP-08,1,5,2,Destruction/Damage/Vandalism of Property,2.0,Parking/Drop Lot/Garage,6,7,0
133294,132375,2008,191,NC,North Carolina,"Cities from 25,000 thru 49,999",29-SEP-08,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,21,0,0
133295,136899,2008,191,NC,North Carolina,"Cities from 25,000 thru 49,999",18-APR-08,1,2,1,Intimidation,1.0,School/College,16,7,1
133296,136900,2008,191,NC,North Carolina,"Cities from 25,000 thru 49,999",27-JUL-08,8,2,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,40,7,1
133297,136901,2008,191,NC,North Carolina,"Cities from 25,000 thru 49,999",16-SEP-08,1,5,4,Destruction/Damage/Vandalism of Property,4.0,Other/Unknown,6,7,0
133298,136902,2008,191,NC,North Carolina,"Cities from 25,000 thru 49,999",08-OCT-08,1,3,1,Simple Assault,1.0,School/College,40,7,1
133299,136903,2008,191,NC,North Carolina,"Cities from 25,000 thru 49,999",14-OCT-08,2,2,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,40,7,1
133300,132376,2008,1,NC,North Carolina,"Cities from 10,000 thru 24,999",14-AUG-08,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,6,7,0
133301,132377,2008,202,NC,North Carolina,"Cities from 2,500 thru 9,999",30-DEC-08,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,16,7,0
133302,136904,2008,202,NC,North Carolina,"Cities from 2,500 thru 9,999",15-DEC-08,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,16,7,0
133303,132378,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",01-JAN-08,2,5,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,6,7,0
133304,132379,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",17-FEB-08,1,5,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,26,5,0
133305,132380,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",25-FEB-08,1,5,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,26,5,0
133306,132381,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",25-MAY-08,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,26,7,0
133307,132382,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",15-JUL-08,0,4,1,Intimidation,1.0,Parking/Drop Lot/Garage,40,7,1
133308,132383,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",21-JUL-08,1,5,10,Intimidation;Simple Assault,10.0,Jail/Prison/Penitentiary/Corrections Facility,6,7,1
133309,132384,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",27-JUL-08,1,5,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,24,7,1
133310,132385,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",01-DEC-08,1,5,1,Intimidation,1.0,Residence/Home,6,7,1
133311,132386,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",29-DEC-08,1,5,1,Intimidation,1.0,Other/Unknown,6,7,1
133312,136905,2008,177,NC,North Carolina,"Cities from 250,000 thru 499,999",14-DEC-08,1,1,1,Intimidation,1.0,Restaurant,6,7,1
133313,136906,2008,231,NC,North Carolina,"Cities from 2,500 thru 9,999",10-DEC-08,1,5,1,Intimidation,1.0,Government/Public Building,6,7,1
133314,132387,2008,223,NC,North Carolina,"Cities under 2,500",23-MAY-08,1,5,1,Intimidation,1.0,Construction Site,6,7,1
133315,136907,2008,227,NC,North Carolina,"MSA counties from 25,000 thru 99,999",19-JUL-08,1,5,2,Intimidation,2.0,Residence/Home,31,7,1
140612,139886,2009,25,NC,North Carolina,"MSA counties 100,000 or over",07-JAN-09,1,5,1,Intimidation,1.0,School/College,6,7,1
140613,139887,2009,25,NC,North Carolina,"MSA counties 100,000 or over",22-JAN-09,2,4,1,Intimidation,1.0,Other/Unknown,24,7,1
140614,139888,2009,25,NC,North Carolina,"MSA counties 100,000 or over",01-FEB-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,27,7,0
140615,139889,2009,25,NC,North Carolina,"MSA counties 100,000 or over",09-MAR-09,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,6,17,0
140616,139890,2009,25,NC,North Carolina,"MSA counties 100,000 or over",04-AUG-09,1,5,1,Intimidation,1.0,Other/Unknown,6,7,1
140617,139891,2009,25,NC,North Carolina,"MSA counties 100,000 or over",13-SEP-09,1,5,2,Aggravated Assault;Burglary/Breaking & Entering,1.0,Residence/Home,21,12,1
140618,139892,2009,25,NC,North Carolina,"MSA counties 100,000 or over",15-SEP-09,3,2,1,Intimidation,1.0,School/College,6,7,1
140619,139893,2009,25,NC,North Carolina,"MSA counties 100,000 or over",31-OCT-09,1,5,2,Simple Assault,2.0,Residence/Home,21,7,1
140620,139894,2009,25,NC,North Carolina,"MSA counties 100,000 or over",14-DEC-09,1,2,1,Intimidation,1.0,School/College,40,7,1
140621,139895,2009,9,NC,North Carolina,"Cities from 50,000 thru 99,999",10-JAN-09,1,5,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,21,7,1
140622,139896,2009,9,NC,North Carolina,"Cities from 50,000 thru 99,999",11-JAN-09,2,5,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,16,7,0
140623,139897,2009,9,NC,North Carolina,"Cities from 50,000 thru 99,999",23-JAN-09,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,26,0,0
140624,139898,2009,9,NC,North Carolina,"Cities from 50,000 thru 99,999",12-APR-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,6,7,0
140625,139899,2009,9,NC,North Carolina,"Cities from 50,000 thru 99,999",11-OCT-09,0,4,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,16,7,1
140626,139900,2009,9,NC,North Carolina,"Cities from 50,000 thru 99,999",19-NOV-09,2,2,1,Simple Assault,1.0,Residence/Home,40,7,1
140627,139901,2009,150,NC,North Carolina,"Cities from 10,000 thru 24,999",28-JUN-09,7,5,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,21,7,0
140628,139902,2009,150,NC,North Carolina,"Cities from 10,000 thru 24,999",23-NOV-09,1,5,1,Intimidation,1.0,School/College,6,7,1
140629,139903,2009,32,NC,North Carolina,"MSA counties from 25,000 thru 99,999",28-FEB-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,6,7,0
140630,139921,2009,103,NC,North Carolina,"Cities from 25,000 thru 49,999",17-NOV-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,6,7,0
140631,139922,2009,103,NC,North Carolina,"Cities from 25,000 thru 49,999",07-DEC-09,0,4,1,Intimidation,1.0,Residence/Home,16,7,1
140632,139923,2009,132,NC,North Carolina,"Cities from 2,500 thru 9,999",04-OCT-09,1,5,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,6,7,1
140633,139924,2009,43,NC,North Carolina,"MSA counties from 25,000 thru 99,999",29-JAN-09,1,5,6,Destruction/Damage/Vandalism of Property,6.0,Highway/Road/Alley/Street/Sidewalk,6,7,0
140634,139925,2009,44,NC,North Carolina,"Non-MSA counties from 10,000 thru 24,999",09-SEP-09,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,6,5,0
140635,139926,2009,78,NC,North Carolina,"Cities from 100,000 thru 249,999",27-FEB-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,6,7,0
140636,139927,2009,78,NC,North Carolina,"Cities from 100,000 thru 249,999",18-JUL-09,1,5,1,Intimidation,1.0,Residence/Home,6,7,1
140637,139928,2009,57,NC,North Carolina,"MSA counties from 10,000 thru 24,999",01-MAY-09,2,5,2,Intimidation,2.0,School/College,6,7,1
140638,139929,2009,57,NC,North Carolina,"MSA counties from 10,000 thru 24,999",21-MAY-09,1,5,1,Intimidation,1.0,School/College,6,7,1
140639,139930,2009,57,NC,North Carolina,"MSA counties from 10,000 thru 24,999",11-JUL-09,1,5,2,Intimidation;Simple Assault,2.0,Convenience Store,6,7,1
140640,139931,2009,57,NC,North Carolina,"MSA counties from 10,000 thru 24,999",06-OCT-09,1,5,1,Intimidation,1.0,School/College,6,7,1
140641,139932,2009,82,NC,North Carolina,"MSA counties from 25,000 thru 99,999",15-OCT-09,0,4,1,Destruction/Damage/Vandalism of Property,0.0,School/College,21,5,0
140642,139933,2009,114,NC,North Carolina,"Cities from 10,000 thru 24,999",29-APR-09,1,5,1,Intimidation,1.0,Convenience Store,21,7,1
140643,139934,2009,45,NC,North Carolina,"Cities from 2,500 thru 9,999",24-JUL-09,1,5,1,Intimidation,1.0,Residence/Home,6,7,1
140644,139935,2009,86,NC,North Carolina,"Cities from 50,000 thru 99,999",16-SEP-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Bar/Nightclub,6,7,0
140645,139936,2009,95,NC,North Carolina,"MSA counties 100,000 or over",02-AUG-09,1,5,1,Intimidation,1.0,Other/Unknown,6,7,1
140646,139937,2009,93,NC,North Carolina,"Cities from 250,000 thru 499,999",08-APR-09,1,5,1,Burglary/Breaking & Entering,1.0,Residence/Home,26,7,1
140647,139938,2009,93,NC,North Carolina,"Cities from 250,000 thru 499,999",14-AUG-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,28,7,0
140648,139939,2009,93,NC,North Carolina,"Cities from 250,000 thru 499,999",29-AUG-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,6,7,0
140649,139940,2009,93,NC,North Carolina,"Cities from 250,000 thru 499,999",21-SEP-09,2,3,1,Simple Assault,1.0,School/College,34,7,1
140650,139941,2009,93,NC,North Carolina,"Cities from 250,000 thru 499,999",10-OCT-09,2,2,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,16,7,1
140651,139942,2009,93,NC,North Carolina,"Cities from 250,000 thru 499,999",11-NOV-09,0,4,3,Destruction/Damage/Vandalism of Property,2.0,Other/Unknown,16,3,0
140652,139943,2009,104,NC,North Carolina,"Cities from 100,000 thru 249,999",03-APR-09,5,2,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,40,7,1
140653,139944,2009,104,NC,North Carolina,"Cities from 100,000 thru 249,999",25-MAY-09,4,5,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,6,7,1
140654,139945,2009,104,NC,North Carolina,"Cities from 100,000 thru 249,999",19-JUN-09,1,2,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,21,7,0
140655,139946,2009,108,NC,North Carolina,"Non-MSA counties 100,000 or over",14-NOV-09,1,5,4,Intimidation,4.0,Residence/Home,6,7,1
140656,139947,2009,108,NC,North Carolina,"Non-MSA counties 100,000 or over",25-DEC-09,1,5,1,Intimidation,1.0,Residence/Home,6,7,1
140657,139948,2009,196,NC,North Carolina,"Cities from 10,000 thru 24,999",10-FEB-09,1,5,1,Destruction/Damage/Vandalism of Property,0.0,Bar/Nightclub,6,0,0
140658,139949,2009,196,NC,North Carolina,"Cities from 10,000 thru 24,999",14-MAR-09,1,2,1,Simple Assault,1.0,Restaurant,6,7,1
140659,139904,2009,42,NC,North Carolina,"Cities from 500,000 thru 999,999",11-NOV-09,1,1,1,Intimidation,1.0,Residence/Home,37,7,1
140660,139905,2009,42,NC,North Carolina,"Cities from 500,000 thru 999,999",03-JUN-09,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Specialty Store,6,0,0
140661,139950,2009,42,NC,North Carolina,"Cities from 500,000 thru 999,999",02-MAY-09,1,5,1,Intimidation,1.0,Residence/Home,6,7,1
140662,139951,2009,42,NC,North Carolina,"Cities from 500,000 thru 999,999",04-JUN-09,3,2,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,40,7,1
140663,139952,2009,42,NC,North Carolina,"Cities from 500,000 thru 999,999",29-JUN-09,0,4,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,6,7,1
140664,139953,2009,42,NC,North Carolina,"Cities from 500,000 thru 999,999",24-SEP-09,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,6,15,0
140665,139954,2009,42,NC,North Carolina,"Cities from 500,000 thru 999,999",09-NOV-09,1,4,1,Destruction/Damage/Vandalism of Property,1.0,Church/Synagogue/Temple/Mosque,6,7,0
140666,139955,2009,42,NC,North Carolina,"Cities from 500,000 thru 999,999",08-DEC-09,1,5,1,Intimidation,1.0,Residence/Home,2,7,1
140667,139906,2009,143,NC,North Carolina,"Cities from 10,000 thru 24,999",24-AUG-09,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,27,0,0
140668,139956,2009,143,NC,North Carolina,"Cities from 10,000 thru 24,999",19-MAR-09,1,5,1,Simple Assault,1.0,School/College,24,7,1
140669,139907,2009,197,NC,North Carolina,"Cities from 10,000 thru 24,999",04-JAN-09,1,2,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,16,7,1
140670,139908,2009,197,NC,North Carolina,"Cities from 10,000 thru 24,999",11-SEP-09,0,4,1,Not Specified,1.0,Parking/Drop Lot/Garage,24,7,0
140671,139957,2009,197,NC,North Carolina,"Cities from 10,000 thru 24,999",10-JUL-09,2,2,1,Simple Assault,1.0,Residence/Home,6,7,1
140672,139909,2009,41,NC,North Carolina,"Cities from 50,000 thru 99,999",30-MAR-09,1,2,5,Intimidation,5.0,Parking/Drop Lot/Garage,21,7,1
140673,139958,2009,41,NC,North Carolina,"Cities from 50,000 thru 99,999",20-FEB-09,1,2,1,Simple Assault,1.0,Residence/Home,26,7,1
140674,139959,2009,41,NC,North Carolina,"Cities from 50,000 thru 99,999",02-NOV-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,26,7,0
140675,139910,2009,35,NC,North Carolina,"Cities from 10,000 thru 24,999",17-APR-09,0,4,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,28,7,0
140676,139911,2009,35,NC,North Carolina,"Cities from 10,000 thru 24,999",24-JUL-09,1,5,1,Simple Assault,1.0,Restaurant,6,7,1
140677,139912,2009,35,NC,North Carolina,"Cities from 10,000 thru 24,999",17-AUG-09,0,4,1,Destruction/Damage/Vandalism of Property,0.0,Service/Gas Station,28,0,0
