BIAS_DESC
145883
54450
48946
42073
27182
21064
13280
12259
10417
8681
7624
6943
4657
3135
2466
2409
2382
2262
1697
1342
1159
1154
570
524
521
466
432
326
234
216
195
114
108
102
101
97
75
70
64
63
52
35
33
33
32
29
27
25
24
24
22
21
20
20
19
18
16
16
14
14
14
12
12
12
12
10
10
10
10
10
10
9
8
8
8
8
8
8
8
8
7
7
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
