Unnamed: 0,INCIDENT_ID,DATA_YEAR,PUB_AGENCY_NAME,STATE_ABBR,STATE_NAME,POPULATION_GROUP_DESC,INCIDENT_DATE,TOTAL_OFFENDER_COUNT,OFFENDER_RACE,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES
125511,124431,2007,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",20-JAN-07,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Hispanic or Latino,Individual
125512,124432,2007,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",23-JAN-07,0,Unknown,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual
125513,124433,2007,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",30-MAY-07,1,Black or African American,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Commercial/Office Building,Anti-White,Business;Individual
125514,124434,2007,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",14-JUL-07,6,White,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
125515,124435,2007,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",30-AUG-07,0,Unknown,1,Simple Assault,1.0,Commercial/Office Building,Anti-White,Individual
125516,124436,2007,Oxford,NC,North Carolina,"Cities from 2,500 thru 9,999",08-JUN-07,1,White,2,Aggravated Assault,2.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
125517,124437,2007,Guilford,NC,North Carolina,"MSA counties 100,000 or over",05-JAN-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
125518,124438,2007,Guilford,NC,North Carolina,"MSA counties 100,000 or over",09-APR-07,1,White,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual
125519,124439,2007,Guilford,NC,North Carolina,"MSA counties 100,000 or over",19-OCT-07,1,Black or African American,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual
125520,124440,2007,High Point,NC,North Carolina,"Cities from 50,000 thru 99,999",08-JUL-07,1,White,1,Simple Assault,1.0,Department/Discount Store,Anti-Other Race/Ethnicity/Ancestry,Individual
125521,124441,2007,High Point,NC,North Carolina,"Cities from 50,000 thru 99,999",07-JUL-07,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
125522,124442,2007,University of North Carolina:,NC,North Carolina,"Cities under 2,500",12-FEB-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
125523,124443,2007,Dunn,NC,North Carolina,"Cities from 10,000 thru 24,999",29-AUG-07,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
125524,124444,2007,Iredell,NC,North Carolina,"Non-MSA counties 100,000 or over",06-AUG-07,4,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
125525,124445,2007,Iredell,NC,North Carolina,"Non-MSA counties 100,000 or over",16-DEC-07,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual
125526,124446,2007,Johnston,NC,North Carolina,"MSA counties 100,000 or over",04-JUN-07,1,White,1,Aggravated Assault,1.0,Field/Woods,Anti-Black or African American,Individual
125527,124447,2007,Johnston,NC,North Carolina,"MSA counties 100,000 or over",13-JUL-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
125528,124448,2007,Johnston,NC,North Carolina,"MSA counties 100,000 or over",25-AUG-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Other
125529,124449,2007,Johnston,NC,North Carolina,"MSA counties 100,000 or over",26-AUG-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Government
125530,124450,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",01-SEP-07,1,White,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual
125531,124451,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",30-JUN-07,1,Black or African American,1,Intimidation,1.0,Other/Unknown,Anti-Hispanic or Latino,Individual
125532,124452,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",12-AUG-07,1,White,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual
125533,124453,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",26-AUG-07,1,Black or African American,3,Simple Assault,3.0,Highway/Road/Alley/Street/Sidewalk,Anti-Lesbian (Female),Individual
125534,124454,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",02-SEP-07,1,Black or African American,1,Simple Assault,1.0,Convenience Store,Anti-Gay (Male),Individual
125535,124455,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",04-NOV-07,1,White,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual
125536,124456,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",03-JUL-07,1,White,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Government
125537,124457,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",07-JUL-07,1,White,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual
125538,124458,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",14-NOV-07,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
125539,124459,2007,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",07-DEC-07,1,White,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Government
125540,124460,2007,Spruce Pine,NC,North Carolina,"Cities under 2,500",04-AUG-07,1,White,1,Arson,0.0,Church/Synagogue/Temple/Mosque,Anti-Hispanic or Latino,Religious Organization
125541,124461,2007,Southern Pines,NC,North Carolina,"Cities from 10,000 thru 24,999",14-JAN-07,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
125542,124462,2007,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",25-MAY-07,0,Unknown,2,Intimidation,2.0,Residence/Home,Anti-Gay (Male),Individual
125543,124463,2007,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",14-JUL-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
125544,124464,2007,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",27-JUL-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Parking/Drop Lot/Garage,"Anti-Multiple Races, Group",Government
125545,124465,2007,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",15-AUG-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization
125546,124466,2007,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",28-SEP-07,1,Black or African American,1,Simple Assault,1.0,School/College,Anti-White,Individual
125547,124467,2007,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",13-OCT-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Government
125548,124468,2007,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",13-OCT-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,"Anti-Multiple Races, Group",Government
125549,124469,2007,Roxboro,NC,North Carolina,"Cities from 2,500 thru 9,999",06-JAN-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
125550,124470,2007,Archdale,NC,North Carolina,"Cities from 2,500 thru 9,999",04-NOV-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Hispanic or Latino,Individual
125551,124471,2007,Rockingham,NC,North Carolina,"MSA counties from 25,000 thru 99,999",12-APR-07,1,White,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Religious Organization
125552,124472,2007,Reidsville,NC,North Carolina,"Cities from 10,000 thru 24,999",25-APR-07,0,Unknown,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual
125553,124473,2007,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",10-JAN-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Hotel/Motel/Etc.,Anti-Black or African American,Business
125554,124474,2007,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",22-SEP-07,4,White,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
125555,124475,2007,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",18-NOV-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Gay (Male),Individual
125556,124476,2007,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",21-NOV-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Government
125557,124477,2007,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",14-NOV-07,1,White,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
125558,124478,2007,Rutherford,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",26-SEP-07,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
125559,124479,2007,Albemarle,NC,North Carolina,"Cities from 10,000 thru 24,999",04-SEP-07,3,White,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual
125560,124480,2007,Mount Airy,NC,North Carolina,"Cities from 2,500 thru 9,999",29-APR-07,1,American Indian or Alaska Native,2,Intimidation,2.0,Restaurant,Anti-Hispanic or Latino,Individual
125561,124481,2007,Mount Airy,NC,North Carolina,"Cities from 2,500 thru 9,999",13-MAY-07,2,White,1,Aggravated Assault,1.0,Restaurant,Anti-Hispanic or Latino,Individual
125562,124482,2007,Transylvania,NC,North Carolina,"Non-MSA counties from 10,000 thru 24,999",10-DEC-07,1,White,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual
125563,124483,2007,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",31-JAN-07,1,White,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual
125564,124484,2007,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",07-FEB-07,0,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Jewish,Individual
125565,124485,2007,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",24-APR-07,2,White,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
125566,124486,2007,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",01-OCT-07,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Gay (Male),Individual
125567,124487,2007,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",28-JUN-07,1,White,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Government
125568,124488,2007,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",24-SEP-07,1,White,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Government
125569,124489,2007,Cary,NC,North Carolina,"Cities from 100,000 thru 249,999",23-MAY-07,1,White,1,Aggravated Assault,1.0,School/College,Anti-Black or African American,Individual
133192,132290,2008,Shallotte,NC,North Carolina,"Cities under 2,500",08-DEC-08,0,Unknown,1,Simple Assault,1.0,Residence/Home,Anti-Gay (Male),Individual
133193,132291,2008,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",14-MAY-08,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Government/Public Building,Anti-Hispanic or Latino,Individual
133194,132292,2008,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",21-JUL-08,4,White,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual
133195,132293,2008,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",10-OCT-08,6,Black or African American,2,Aggravated Assault,2.0,Residence/Home,Anti-White,Individual
133196,132294,2008,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",03-NOV-08,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Department/Discount Store,Anti-Black or African American,Individual
133197,132295,2008,Weaverville,NC,North Carolina,"Cities from 2,500 thru 9,999",27-APR-08,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
133198,132296,2008,Morganton,NC,North Carolina,"Cities from 10,000 thru 24,999",16-OCT-08,1,White,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Hispanic or Latino,Individual
133199,132297,2008,Newport,NC,North Carolina,"Cities from 2,500 thru 9,999",03-JUL-08,1,White,6,Aggravated Assault,6.0,Bar/Nightclub,Anti-Black or African American,Individual
133200,132298,2008,Catawba,NC,North Carolina,"MSA counties from 25,000 thru 99,999",06-MAY-08,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Government
133201,132299,2008,Long View,NC,North Carolina,"Cities from 2,500 thru 9,999",06-JUL-08,1,White,5,Burglary/Breaking & Entering;Motor Vehicle Theft;Robbery,2.0,Residence/Home,Anti-Gay (Male),Individual
133202,132300,2008,Chatham,NC,North Carolina,"MSA counties from 25,000 thru 99,999",15-SEP-08,1,White,10,Intimidation,10.0,Other/Unknown,"Anti-Multiple Races, Group",Individual
133203,132301,2008,Chatham,NC,North Carolina,"MSA counties from 25,000 thru 99,999",29-SEP-08,0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual;Other
133204,132302,2008,Chatham,NC,North Carolina,"MSA counties from 25,000 thru 99,999",01-OCT-08,1,White,4,Intimidation;Simple Assault,4.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American;Anti-Hispanic or Latino,Individual
133205,132303,2008,Cherokee,NC,North Carolina,"Non-MSA counties from 10,000 thru 24,999",04-MAY-08,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
133206,132304,2008,Cherokee,NC,North Carolina,"Non-MSA counties from 10,000 thru 24,999",28-MAY-08,1,White,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual
133207,132305,2008,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",23-MAR-08,2,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
133208,132306,2008,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",11-NOV-08,1,White,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual
133209,132307,2008,Currituck,NC,North Carolina,"MSA counties from 10,000 thru 24,999",05-JUL-08,1,White,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
133210,132308,2008,Currituck,NC,North Carolina,"MSA counties from 10,000 thru 24,999",16-DEC-08,1,White,1,Intimidation,1.0,Restaurant,Anti-Black or African American,Individual
133211,132309,2008,Southern Shores,NC,North Carolina,"Cities from 2,500 thru 9,999",23-AUG-08,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual
133212,132310,2008,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",02-JUL-08,1,White,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
133213,132311,2008,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",31-OCT-08,0,Unknown,2,Destruction/Damage/Vandalism of Property;Simple Assault,1.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
133214,132312,2008,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",03-NOV-08,0,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
133215,132313,2008,Forsyth,NC,North Carolina,"MSA counties from 25,000 thru 99,999",26-FEB-08,1,Black or African American,1,Aggravated Assault,1.0,Residence/Home,Anti-White,Individual
133216,132314,2008,Forsyth,NC,North Carolina,"MSA counties from 25,000 thru 99,999",26-FEB-08,1,White,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
133217,132315,2008,Forsyth,NC,North Carolina,"MSA counties from 25,000 thru 99,999",08-MAR-08,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-White,Government
133218,132316,2008,Forsyth,NC,North Carolina,"MSA counties from 25,000 thru 99,999",13-MAR-08,1,Black or African American,1,Simple Assault,1.0,School/College,Anti-White,Individual
133219,132317,2008,Forsyth,NC,North Carolina,"MSA counties from 25,000 thru 99,999",13-MAR-08,1,Black or African American,1,Intimidation,1.0,School/College,Anti-White,Individual
133220,132318,2008,Forsyth,NC,North Carolina,"MSA counties from 25,000 thru 99,999",20-MAR-08,1,Black or African American,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual
133221,132319,2008,Forsyth,NC,North Carolina,"MSA counties from 25,000 thru 99,999",04-APR-08,1,White,1,Simple Assault,1.0,Field/Woods,Anti-Black or African American,Individual
133222,132320,2008,Forsyth,NC,North Carolina,"MSA counties from 25,000 thru 99,999",06-APR-08,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Other/Unknown,Anti-Hispanic or Latino,Individual
